level,ep,seed,makespan,done,total,reward,soft,hardExecuted,hardMask,travel,setup,move
L3_4C36L,64,104,370.404,36,36,380.94289779663086,8,0,12,16.85700901097045,160.0,168.5700901097045
L3_4C36L,65,105,438.643,36,36,358.5908670425415,14,0,60,24.69709776477719,150.0,246.97097764777186
L3_4C36L,66,106,352.22,36,36,347.51564598083496,17,0,25,24.947853149551502,170.0,249.47853149551497
L3_4C36L,67,107,496.66,36,36,366.3112049102783,8,0,70,18.96264575886946,170.0,189.62645758869465
L3_4C36L,68,108,342.373,36,36,364.67338848114014,15,0,16,21.088721030404702,140.0,210.88721030404702
L3_4C36L,69,109,552.249,36,36,337.0048084259033,15,0,60,33.317311220633066,180.0,333.1731122063307
L3_4C36L,70,110,284.785,36,36,380.4875774383545,9,0,4,18.374736334660266,160.0,183.74736334660267
L3_4C36L,71,101,428.184,36,36,374.34378480911255,1,0,47,23.854047891896318,210.0,238.54047891896315
L3_4C36L,72,102,341.436,36,36,365.0875997543335,12,0,18,16.37466674472531,170.0,163.7466674472531
L3_4C36L,73,103,478.698,36,36,329.7059211730957,10,0,38,27.64692411309376,250.0,276.4692411309375
L3_4C36L,74,104,335.745,36,36,382.01937675476074,9,0,12,16.602077596073016,150.0,166.0207759607302
L3_4C36L,75,105,403.737,36,36,343.78548669815063,18,0,27,14.04838701689765,170.0,140.48387016897647
L3_4C36L,76,106,379.797,36,36,367.490421295166,15,0,34,18.365272263248997,130.0,183.65272263249003
L3_4C36L,77,107,434.532,36,36,344.6457920074463,15,0,60,27.847358674625124,170.0,278.47358674625127
L3_4C36L,78,108,335.234,36,36,378.3835277557373,10,0,28,25.388242233773855,140.0,253.88242233773857
L3_4C36L,79,109,458.355,36,36,326.1756067276001,15,0,40,42.74797520349064,210.0,427.4797520349065
L3_4C36L,80,110,345.642,36,36,369.2535910606384,11,0,19,12.488016941864256,160.0,124.88016941864257
L3_4C36L,81,101,381.795,36,36,373.53995883464813,6,0,47,28.200140701341486,170.0,282.00140701341485
L3_4C36L,82,102,435.797,36,36,365.3362331390381,10,0,26,22.212555830862946,170.0,222.12555830862942
L3_4C36L,83,103,392.109,36,36,359.45405197143555,9,0,26,18.486489583499193,190.0,184.86489583499198
L3_4C36L,84,104,446.179,36,36,345.7291989326477,15,0,38,24.23601176877456,180.0,242.36011768774563
L3_4C36L,85,105,453.156,36,36,363.2685127258301,7,0,27,27.438270990822268,190.0,274.38270990822264
L3_4C36L,86,106,319.685,36,36,366.76065731048584,10,0,16,32.46448592042079,170.0,324.6448592042079
L3_4C36L,87,107,475.408,36,36,355.34552240371704,6,0,47,28.848260819470205,210.0,288.482608194702
L3_4C36L,88,108,343.67,36,36,379.3639545440674,9,0,33,20.453481521293472,150.0,204.53481521293475
L3_4C36L,89,109,396.677,36,36,362.17011070251465,9,0,36,24.432963984049024,180.0,244.3296398404902
L3_4C36L,90,110,330.05,36,36,383.74999809265137,9,0,16,10.833341072015251,150.0,108.33341072015251
L3_4C36L,91,101,445.438,36,36,372.63196754455566,1,0,52,14.560110406006284,220.0,145.60110406006282
L3_4C36L,92,102,324.245,36,36,387.55776023864746,7,0,26,13.140789810593912,150.0,131.4078981059391
L3_4C36L,93,103,497.772,36,36,355.6296410560608,4,0,47,29.567840609406865,220.0,295.67840609406863
